,24-Hour Passes Purchased (midnight to 11:59 pm),24-Hour Passes Purchased (midnight to 11:59 pm)	7-Day Passes Purchased (midnight to 11:59 pm),3-Day Passes Purchased (midnight to 11:59 pm),7-Day Passes Purchased (midnight to 11:59 pm),Annual Member Sign-Ups (midnight to 11:59 pm),Cumulative trips (since launch),Cumulative trips (since launch):,Date,Miles traveled to date,Miles traveled to date:,Miles traveled today (midnight to 11:59 pm),Total Annual Members,Total Annual Members (All Time),Total Annual Memberships Sold,Trips over the past 24-hours (midnight to 11:59pm)
53,696,,98.0,0,,,28269137,5/24/16,,52519046,68156.0,,171898.0,,34799
54,1702,,191.0,0,,,28322578,5/25/16,,52644849,125803.0,,172154.0,,53441
55,1646,,195.0,0,,,28374712,5/26/16,,52769600,124751.0,,172386.0,,52134
56,1988,,221.0,0,,,28421655,5/27/16,,52876368,106768.0,,172638.0,,46943
57,3634,,296.0,0,,,28455888,5/28/16,,52972265,95897.0,,172831.0,,34233
58,4820,,161.0,0,,,28492769,5/29/16,,53086334,114069.0,,173090.0,,36881
59,2782,,134.0,0,,,28525396,5/30/16,,53180575,94241.0,,173422.0,,32627
60,1492,,212.0,0,,,28575170,5/31/16,,53286634,106059.0,,174137.0,,49774
61,1513,,156.0,0,,,28629832,6/1/16,,53413777,127143.0,,174344.0,,54662
62,1649,,162.0,0,,,28684233,6/2/16,,53538695,124918.0,,174516.0,,54401
63,1023,,118.0,0,,,28723208,6/3/16,,53623987,85292.0,,174633.0,,38975
64,3824,,159.0,0,,,28764181,6/4/16,,53731597,107610.0,,174797.0,,40973
65,1133,,57.0,0,,,28786576,6/5/16,,53785917,54320.0,,174912.0,,22395
66,1861,,208.0,0,,,28838706,6/6/16,,53909796,123879.0,,175118.0,,52130
67,1331,,127.0,0,,,28890467,6/7/16,,54024557,114761.0,,175293.0,,51761
68,673,,74.0,0,,,28932530,6/8/16,,54114017,89460.0,,175420.0,,42063
69,1556,,168.0,0,,,28985415,6/9/16,,54241602,127585.0,,175557.0,,52885
70,2022,,207.0,0,,,29038650,6/10/16,,54360745,119143.0,,175697.0,,53235
71,3432,,126.0,0,,,29079630,6/11/16,,54472529,111784.0,,175901.0,,40980
72,3335,,173.0,0,,,29120266,6/12/16,,54590343,117814.0,,176087.0,,40636
73,1364,,200.0,0,,,29169335,6/13/16,,54701063,110720.0,,176273.0,,49069
74,1471,,153.0,0,,,29224148,6/14/16,,54817093,116030.0,,176467.0,,54813
75,1524,,154.0,0,,,29279197,6/15/16,,54939290,122197.0,,176711.0,,55049
76,1104,,144.0,0,,,29325395,6/16/16,,55039465,100175.0,,176865.0,,46198
77,2677,,155.0,0,,,29379631,6/17/16,,55161136,121671.0,,177053.0,,54236
78,6432,,158.0,0,,,29428532,6/18/16,,55305005,143869.0,,177210.0,,48901
79,5555,,151.0,0,,,29473802,6/19/16,,55442563,137558.0,,177370.0,,45270
80,1488,,211.0,0,,,29526049,6/20/16,,55562328,119765.0,,177660.0,,52247
81,1331,,144.0,0,,,29579613,6/21/16,,55678543,116215.0,,177895.0,,53564
82,1476,,157.0,0,,,29635362,6/22/16,,55798154,119611.0,,178168.0,,55749
83,1253,,160.0,0,,,29688568,6/23/16,,55913416,115262.0,,178354.0,,53206
84,2142,,224.0,0,,,29742754,6/24/16,,56036856,123440.0,,178545.0,,54186
85,4069,,176.0,0,,,29785754,6/25/16,,56160671,123815.0,,178715.0,,43000
86,3784,,156.0,0,,,29828746,6/26/16,,56278143,117472.0,,178893.0,,42992
87,1400,,164.0,0,,,29875769,6/27/16,,56378396,100253.0,,179061.0,,47023
88,1099,,114.0,0,,,29925362,6/28/16,,56478314,99918.0,,179215.0,,49593
89,1402,,128.0,0,,,29980244,6/29/16,,56593107,114793.0,,179403.0,,54882
90,1571,,141.0,0,,,30035087,6/30/16,,56718682,125575.0,,179625.0,,54843
0,955,,,120,126,,10128526,7/1/14,,"17,582,465",61.17,,,114434.0,37970
1,688,,,92,160,,10157291,7/2/14,,"17,626,657",44.192,,,114560.0,28765
2,819,,,88,124,,10187369,7/3/14,,"17,675,230",48.573,,,114720.0,30078
3,1196,,,77,48,,10202219,7/4/14,,"17,703,135",27.905,,,114844.0,14850
4,2566,,,127,86,,10227335,7/5/14,,"17,758,860",55.725,,,114892.0,25116
5,2392,,,111,114,,10253950,7/6/14,,"17,824,218",65.358,,,114978.0,26615
6,905,,,160,195,,10289025,7/7/14,,"17,884,052",59.833999999999996,,,115092.0,35075
7,740,,,120,171,,10324759,7/8/14,,"17,941,880",57.828,,,115287.0,35734
8,879,,,127,159,,10362347,7/9/14,,"18,002,792",60.912,,,115446.0,37588
9,1052,,,115,159,,10402126,7/10/14,,"18,069,031	",66.23899999999999,,,115605.0,39779
10,1339,,,93,106,,10440542,7/11/14,,"18,134,547",65.516,,,115711.0,38416
11,2697,,,115,99,,10471955,7/12/14,,"18,198,211",63.663999999999994,,,115810.0,31413
12,1713,,,91,104,,10499044,7/13/14,,"18,248,316",50.105,,,115914.0,27089
13,637,,,93,112,,10527217,7/14/14,,"18,291,538",43.222,,,116026.0,28173
14,410,,,58,116,,10552210,7/15/14,,"18,328,630",37.092,,,116142.0,24993
15,959,,,116,103,,10590820,7/16/14,,"18,392,246",63.61600000000001,,,116245.0,38610
16,1114,,,110,116,,10632816,7/17/14,,"18,462,307",70.061,,,116361.0,41996
17,1502,,,148,111,,10672342,7/18/14,,"18,531,723	",69.416,,,116472.0,39526
18,2796,,,130,79,,10704285,7/19/14,,"18,596,118",64.395,,,116551.0,31943
19,2767,,,146,118,,10737441,7/20/14,,"18,664,660",68.542,,,116669.0,33156
20,1162,,,129,143,,10776404,7/21/14,,"18,729,484",64.824,,,116812.0,38963
21,992,,,127,157,,10816854,7/22/14,,"18,796,565",67.081,,,116969.0,40450
22,816,,,126,121,,10854362,7/23/14,,"18,856,521",59.956,,,117090.0,37508
23,1064,,,109,139,,10894781,7/24/14,,"18,924,105",67.584,,,117229.0,40419
24,1457,,,105,111,,10934549,7/25/14,,"18,992,757",68.652,,,117340.0,39768
25,2428,,,92,87,,10964431,7/26/14,,"19,052,402",59.645,,,117427.0,29882
26,2108,,,115,103,,10994100,7/27/14,,"19,110,595",58.193000000000005,,,117530.0,29669
27,877,,,150,173,,11030460,7/28/14,,"19,170,162	",59.567,,,117703.0,36360
28,1089,,,128,227,,11071658,7/29/14,,"19,238,226",68.064,,,117930.0,41198
29,1116,,,99,145,,11112865,7/30/14,,"19,306,353",68.127,,,118075.0,41207
30,1065,,,113,129,,11152147,7/31/14,,"19,371,767",65.414,,,118204.0,39282
31,1192,,,93,110,,11187976,8/1/14,,"19,430,969",59.202,,,118314.0,35829
32,2540,,,127,94,,11217989,8/2/14,,"19,490,171",60.544,,,118408.0,30013
33,2146,,,96,147,,11245843,8/3/14,,"19,546,038",55.867,,,118555.0,27854
34,1097,,,165,149,,11283251,8/4/14,,"19,609,775",63.736999999999995,,,118704.0,37408
35,1059,,,119,126,,11321419,8/5/14,,"19,673,732",63.957,,,118830.0,38168
36,1067,,,144,108,,11361361,8/6/14,,"19,740,074",66.342,,,118938.0,39942
37,1083,,,129,109,,11401294,8/7/14,,"19,807,472",67.398,,,119047.0,39933
38,1342,,,111,90,,11438661,8/8/14,,"19,871,802",64.33,,,119137.0,37367
39,3814,,,151,107,,11474362,8/9/14,,"19,952,805",81.003,,,119244.0,35701
40,2303,,,131,107,,11503701,8/10/14,,"20,014,092",61.287,,,119351.0,29339
41,1167,,,132,144,,11540538,8/11/14,,"20,075,800",61.708,,,119495.0,36837
42,526,,,90,89,,11569129,8/12/14,,"20,117,680",41.88,,,119584.0,28591
43,661,,,98,109,,11599827,8/13/14,,"20,167,047",49.367,,,119693.0,30698
44,1069,,,128,96,,11638690,8/14/14,,"20,234,971",67.92399999999999,,,119789.0,38863
45,1198,,,117,80,,11674214,8/15/14,,20294986,60015.0,,,119869.0,35524
46,4217,,,155,93,,11710341,8/16/14,,20378258,83272.0,,,119962.0,36127
47,2344,,,121,107,,11740564,8/17/14,,20439648,61390.0,,,120069.0,30223
48,1156,,,157,158,,11778415,8/18/14,,20504521,64873.0,,,120227.0,37851
49,965,,,140,129,,11817327,8/19/14,,20570404,65883.0,,,120356.0,38912
50,1057,,,110,114,,11856417,8/20/14,,20637304,66900.0,,,120470.0,39090
51,960,,,107,128,,11893334,8/21/14,,20699677,62373.0,,,120598.0,36917
52,863,,,81,90,,11926481,8/22/14,,20754442,54765.0,,,120688.0,33147
53,2254,,,98,81,,11955437,8/23/14,,20811712,57270.0,,,120769.0,28956
54,2528,,,125,115,,11985859,8/24/14,,20876717,65005.0,,,120884.0,30422
55,1007,,,146,166,,12022103,8/25/14,,20937583,60866.0,,,121050.0,36244
56,937,,,124,107,,12060040,8/26/14,,21000070,62487.0,,,121157.0,37937
57,829,,,83,135,,12096940,8/27/14,,21061558,61488.0,,,121292.0,36900
58,982,,,83,131,,12133995,8/28/14,,21123960,62402.0,,,121423.0,37055
59,1329,,,109,99,,12168287,8/29/14,,21183331,59371.0,,,121522.0,34292
60,2442,,,99,88,,12193526,8/30/14,,21236113,52782.0,,,121610.0,25239
61,1952,,,89,80,,12213623,8/31/14,,21277707,41594.0,,,121690.0,20097
62,2083,,,105,119,,12239678,9/1/14,,21328977,51270.0,,,121809.0,26055
63,693,,,121,170,,12273683,9/2/14,,21382819,53842.0,,,121979.0,34005
64,789,,,148,145,,12312681,9/3/14,,21445555,62736.0,,,122124.0,38998
65,816,,,125,124,,12352703,9/4/14,,21510118,64563.0,,,122248.0,40022
66,1111,,,121,108,,12391028,9/5/14,,21574539,64421.0,,,122356.0,38325
67,1674,,,105,82,,12419318,9/6/14,,21626058,51519.0,,,122438.0,28290
68,2222,,,115,117,,12451842,9/7/14,,21691452,65394.0,,,122555.0,32524
69,818,,,118,142,,12489933,9/8/14,,21752062,60610.0,,,122697.0,38091
70,620,,,99,121,,12528034,9/9/14,,21811088,59026.0,,,122818.0,38101
71,981,,,104,97,,12569668,9/10/14,,21880649,69561.0,,,122915.0,41634
72,844,,,90,91,,12610532,9/11/14,,21946447,65798.0,,,123006.0,40864
73,1195,,,103,105,,12651873,9/12/14,,22022008,75561.0,,,123111.0,41341
74,842,,,67,81,,12670983,9/13/14,,22053608,31600.0,,,123192.0,19110
75,2290,,,117,117,,12702572,9/14/14,,22116571,62963.0,,,123309.0,31589
76,858,,,118,112,,12741616,9/15/14,,22181554,64983.0,,,123421.0,39044
77,484,,,61,100,,12769901,9/16/14,,22224804,43250.0,,,123521.0,28285
78,916,,,121,115,,12811248,9/17/14,,22292562,67758.0,,,123636.0,41347
79,887,,,115,82,,12852393,9/18/14,,22360402,67840.0,,,123718.0,41145
80,979,,,90,78,,12890555,9/19/14,,22422902,62500.0,,,123796.0,38162
81,2464,,,122,54,,12923506,9/20/14,,22487740,64838.0,,,123850.0,32951
82,1693,,,90,76,,12952036,9/21/14,,22542059,54319.0,,,123926.0,28530
83,748,,,84,118,,12988660,9/22/14,,22601083,59024.0,,,124044.0,36624
84,841,,,106,80,,13028765,9/23/14,,22667673,66590.0,,,124124.0,40105
85,719,,,100,106,,13067741,9/24/14,,22730507,62834.0,,,124230.0,38976
86,165,,,24,61,,13086023,9/25/14,,22756526,26019.0,,,124291.0,18282
87,1297,,,118,85,,13124417,9/26/14,,22822753,66227.0,,,124376.0,38394
88,2712,,,118,57,,13157739,9/27/14,,22892477,69724.0,,,124433.0,33322
89,2259,,,129,99,,13189819,9/28/14,,22957288,64811.0,,,124532.0,32080
90,689,,,114,113,,13226715,9/29/14,,23016593,59305.0,,,124645.0,36896
91,613,,,65,89,,13265776,9/30/14,,23076563,59970.0,,,124734.0,39061
0,475,,,67,174,,7395956,4/1/14,,"12,758,196",40.978,,,100337.0,26163
1,237,,,33,118,,7420255,4/2/14,,"12,793,736",35.54,,,100511.0,24299
2,596,,,63,171,,7448634,4/3/14,,"12,838,385",44.648999999999994,,,100629.0,28379
3,103,,,10,92,,7462227,4/4/14,,"12,856,030",17.644000000000002,,,100800.0,13593
4,1221,,,42,127,,7482560,4/5/14,,"12,892,827",36.797,,,100892.0,20333
5,1641,,,62,165,,7505203,4/6/14,,"12,938,402",45.575,,,101019.0,22643
6,159,,,36,131,,7521072,4/7/14,,"12,960,303",21.9,,,101184.0,15869
7,369,,,44,126,,7544708,4/8/14,,"12,995,153",34.85,,,101315.0,23636
8,447,,,57,201,,7573902,4/9/14,,"13,040,772",45.619,,,101441.0,29194
9,525,,,65,172,,7603624,4/10/14,,"13,086,794",46.023,,,101642.0,29722
10,632,,,83,140,,7632907,4/11/14,,"13,136,064",49.269,,,101814.0,29283
11,2710,,,89,175,,7662680,4/12/14,,"13,199,713",63.648999999999994,,,101954.0,29773
12,2411,,,109,228,,7692201,4/13/14,,"13,265,459",65.74600000000001,,,102129.0,29521
13,993,,,114,266,,7723933,4/14/14,,"13,322,766",57.306999999999995,,,102357.0,31732
14,73,,,19,128,,7735303,4/15/14,,"13,337,404",14.639000000000001,,,102623.0,11370
15,279,,,50,132,,7757016,4/16/14,,"13,368,832",31.427,,,102751.0,21713
16,470,,,53,113,,7781206,4/17/14,,"13,405,474",36.641999999999996,,,102883.0,24190
17,628,,,60,98,,7803615,4/18/14,,"13,439,319",33.846,,,102996.0,22409
18,2666,,,99,118,,7830156,4/19/14,,"13,498,781",59.461000000000006,,,103094.0,26541
19,1639,,,84,154,,7850278,4/20/14,,"13,539,595",40.814,,,103212.0,20122
20,839,,,105,276,,7879896,4/21/14,,"13,590,165",50.57,,,103366.0,29618
21,560,,,58,169,,7909476,4/22/14,,"13,635,978",45.813,,,103642.0,29580
22,358,,,68,173,,7938817,4/23/14,,"13,680,243",44.266000000000005,,,103811.0,29341
23,646,,,95,160,,7969332,4/24/14,,"13,728,573",48.32899999999999,,,103984.0,30515
24,767,,,56,126,,7999631,4/25/14,,"13,778,488",49.915,,,104144.0,30299
25,1720,,,57,118,,8021416,4/26/14,,"13,821,247",42.75899999999999,,,104270.0,21785
26,1616,,,84,156,,8045509,4/27/14,,"13,867,436",46.188,,,104388.0,24093
27,744,,,94,176,,8076788,4/28/14,,"13,918,604",51.168,,,104544.0,31279
28,160,,,24,120,,8096791,4/29/14,,"13,945,444",26.84,,,104720.0,20003
29,15,,,0,63,,8099884,4/30/14,,"13,949,016",3.572,,,104840.0,3093
30,780,,,94,138,,8129332,5/1/14,,"14,000,335",51.32,,,104903.0,29448
31,1192,,,144,192,,8164922,5/2/14,,"14,060,849",60.513999999999996,,,105041.0,35590
32,2440,,,150,152,,8193176,5/3/14,,"14,122,799",61.95,,,105233.0,28254
33,1479,,,77,159,,8216626,5/4/14,,"14,166,724",43.926,,,105385.0,23450
34,842,,,127,219,,8250332,5/5/14,,"14,225,628",58.903999999999996,,,105544.0,33706
35,836,,,100,197,,8286309,5/6/14,,"14,288,083",62.455,,,105763.0,35977
36,799,,,91,195,,8322519,5/7/14,,"14,346,700",58.617,,,105960.0,36210
37,303,,,20,105,,8342037,5/8/14,,"14,375,600",28.9,,,106155.0,19518
38,537,,,59,111,,8367027,5/9/14,,"14,412,718",37.118,,,106260.0,24990
39,1617,,,74,133,,8391206,5/10/14,,"14,457,663",44.945,,,106371.0,24179
40,2768,,,145,161,,8422757,5/11/14,,"14,529,250",71.587,,,106504.0,31551
41,935,,,124,246,,8457966,5/12/14,,"14,590,714",61.465,,,106665.0,35209
42,737,,,125,204,,8494247,5/13/14,,"14,649,918",59.20399999999999,,,106911.0,36281
43,586,,,75,164,,8527334,5/14/14,,"14,701,982",52.063,,,107115.0,33087
44,566,,,76,129,,8556181,5/15/14,,"14,747,329",45.347,,,107279.0,28847
45,218,,,22,114,,8575742,5/16/14,,"14,774,993",27.664,,,107408.0,19561
46,2968,,,141,130,,8608883,5/17/14,,"14,846,365",71.372,,,107522.0,33141
47,2476,,,124,154,,8638909,5/18/14,,"14,908,341",61.977,,,107652.0,30026
48,914,,,124,226,,8673672,5/19/14,,"14,965,008",56.666000000000004,,,107806.0,34763
49,1145,,,141,194,,8712600,5/20/14,,"15,031,586",66.578,,,108032.0,38928
50,897,,,115,146,,8750093,5/21/14,,"15,092,655",61.068999999999996,,,108226.0,37493
51,470,,,40,121,,8776846,5/22/14,,"15,132,305",39.65,,,108372.0,26753
52,793,,,84,108,,8803741,5/23/14,,"15,174,433",42.128,,,108493.0,26895
53,1532,,,105,109,,8822244,5/24/14,,"15,210,238",35.805,,,108601.0,18503
54,3535,,,144,115,,8850510,5/25/14,,"15,279,036",68.798,,,108710.0,28266
55,3095,,,143,169,,8880329,5/26/14,,"15,349,748",70.712,,,108825.0,29819
56,1196,,,162,253,,8916494,5/27/14,,"15,413,199",63.451,,,108994.0,36165
57,533,,,79,164,,8949160,5/28/14,,"15,462,869",49.67,,,109247.0,32666
58,930,,,108,144,,8986344,5/29/14,,"15,523,091",60.222,,,109411.0,37184
59,1191,,,118,167,,9024219,5/30/14,,"15,588,331",65.24,,,109555.0,37875
60,2305,,,129,139,,9054878,5/31/14,,"15,650,307",61.976000000000006,,,109722.0,30659
61,2912,,,168,212,,9089475,6/1/14,,"15,725,901",75.594,,,109861.0,34597
62,1099,,,150,277,,9127618,6/2/14,,"15,794,087",68.186,,,110073.0,38143
63,702,,,119,238,,9160122,6/3/14,,"15,846,854",52.766999999999996,,,110350.0,32504
64,950,,,135,170,,9199869,6/4/14,,"15,913,807",66.953,,,110588.0,39747
65,692,,,81,146,,9227034,6/5/14,,"15,958,521",44.714,,,110758.0,27165
66,1668,,,128,164,,9268325,6/6/14,,"16,031,408",72.887,,,110904.0,41291
67,2888,,,165,116,,9302742,6/7/14,,"16,105,957",74.54899999999999,,,111068.0,34417
68,2704,,,117,162,,9336174,6/8/14,,"16,179,153",73.196,,,111184.0,33432
69,394,,,43,127,,9356719,6/9/14,,"16,211,405",32.251999999999995,,,111346.0,20545
70,783,,,117,167,,9393678,6/10/14,,"16,271,321",59.916000000000004,,,111473.0,36959
71,691,,,105,121,,9427487,6/11/14,,"16,326,514",55.193000000000005,,,111640.0,33809
72,644,,,78,134,,9459673,6/12/14,,"16,375,786",49.272,,,111761.0,32186
73,565,,,40,106,,9479909,6/13/14,,"16,406,932",31.146,,,111895.0,20236
74,2442,,,129,106,,9511341,6/14/14,,"16,470,762",63.83,,,112001.0,31432
75,2397,,,136,142,,9542370,6/15/14,,"16,535,902",65.14,,,112107.0,31029
76,1080,,,153,200,,9580938,6/16/14,,"16,602,866",66.964,,,112249.0,38568
77,978,,,124,173,,9619901,6/17/14,,"16,669,655",66.789,,,112449.0,38963
78,905,,,139,161,,9658885,6/18/14,,"16,733,960",64.305,,,112622.0,38984
79,812,,,92,113,,9694212,6/19/14,,"16,792,620",58.66,,,112783.0,35327
80,1439,,,117,164,,9733039,6/20/14,,"16,871,281",78.661,,,112896.0,38827
81,2951,,,149,94,,9766364,6/21/14,,"16,940,995",69.714,,,113060.0,33325
82,2532,,,107,135,,9798664,6/22/14,,"17,006,031",65.036,,,113154.0,32300
83,1024,,,167,193,,9835006,6/23/14,,"17,067,560",61.528999999999996,,,113289.0,36342
84,939,,,136,173,,9874892,6/24/14,,"17,134,164",66.604,,,113482.0,39886
85,868,,,137,129,,9912927,6/25/14,,"17,194,927",60.763000000000005,,,113655.0,38035
86,1051,,,109,121,,9951537,6/26/14,,"17,258,695",63.768,,,113784.0,38610
87,1573,,,147,115,,9991234,6/27/14,,"17,329,597",70.902,,,113905.0,39697
88,2679,,,125,122,,10022918,6/28/14,,"17,394,672",65.075,,,114020.0,31684
89,2450,,,125,118,,10053702,6/29/14,,"17,459,378",64.706,,,114142.0,30784
90,1044,,,120,174,,10090556,6/30/14,,"17,521,295",61.917,,,114260.0,36854
0,268,,,10,29,,6323722,1/1/14,,"11,243,581",9.254,95971.0,,,6559
1,66,,,3,42,,6333056,1/2/14,,"11,255,317",11.735999999999999,96000.0,,,9334
2,1,,,1,23,,6334344,1/3/14,,"11,257,172",1.855,96042.0,,,1288
3,14,,,1,19,,6336838,1/4/14,,"11,260,878",3.7060000000000004,96065.0,,,2494
4,17,,,4,18,,6339775,1/5/14,,"11,264,598",3.72,96084.0,,,2937
5,30,,,7,22,,6350256,1/6/14,,"11,277,613",13.015999999999998,96102.0,,,10481
6,5,,,4,28,,6357400,1/7/14,,"11,285,814",8.2,96124.0,,,7144
7,28,,,4,19,,6367562,1/8/14,,"11,297,582",11.767999999999999,96152.0,,,10162
8,74,,,10,18,,6382133,1/9/14,,"11,315,983",18.401,96171.0,,,14571
9,49,,,5,36,,6392818,1/10/14,,"11,329,416",13.433,96189.0,,,10685
10,101,,,16,22,,6401151,1/11/14,,"11,340,151",10.735,96225.0,,,8333
11,350,,,22,29,,6414700,1/12/14,,"11,359,291",19.141,96247.0,,,13549
12,224,,,31,72,,6437077,1/13/14,,"11,390,121",30.829,96276.0,,,22377
13,45,,,4,43,,6447926,1/14/14,,"11,403,392",13.270999999999999,96348.0,,,10849
14,241,,,30,62,,6471426,1/15/14,,"11,435,695",32.303000000000004,96391.0,,,23500
15,208,,,37,56,,6492954,1/16/14,,"11,464,502",28.807,96453.0,,,21528
16,282,,,34,67,,6514794,1/17/14,,"11,495,275",30.773000000000003,96509.0,,,21840
17,176,,,15,40,,6525016,1/18/14,,"11,509,870",14.595999999999998,96576.0,,,10222
18,194,,,13,38,,6534784,1/19/14,,"11,523,461",13.591,96616.0,,,9768
19,133,,,11,47,,6549365,1/20/14,,"11,543,564",20.102999999999998,96654.0,,,14581
20,5,,,1,32,,6553536,1/21/14,,"11,548,993",5.428999999999999,96701.0,,,4171
21,4,,,3,8,,6556298,1/22/14,,"11,553,054",4.061,96733.0,,,2762
22,9,,,1,16,,6562041,1/23/14,,"11,561,390",8.336,96741.0,,,5743
23,15,,,6,13,,6568942,1/24/14,,"11,570,765",9.375,96757.0,,,6901
24,34,,,0,14,,6573658,1/25/14,,"11,576,770",6.004,96770.0,,,4716
25,37,,,6,20,,6579120,1/26/14,,"11,583,461",6.691,96784.0,,,5462
26,55,,,18,26,,6593424,1/27/14,,"11,601,588",18.127,96804.0,,,14304
27,18,,,7,22,,6604490,1/28/14,,"11,615,310",13.722000000000001,96830.0,,,11066
28,21,,,6,33,,6615328,1/29/14,,"11,628,704",13.394,96852.0,,,10838
29,42,,,7,27,,6628526,1/30/14,,"11,645,618",16.914,96885.0,,,13198
30,130,,,10,23,,6644412,1/31/14,,"11,667,159",21.541,96912.0,,,15886
31,349,,,29,23,,6658209,2/1/14,,"11,687,866",20.706999999999997,96935.0,,,13797
32,449,,,10,40,,6673218,2/2/14,,"11,710,781",22.915,96958.0,,,15009
33,4,,,2,27,,6676057,2/3/14,,"11,714,416",3.635,96998.0,,,2839
34,37,,,2,21,,6685608,2/4/14,,"11,727,124",12.708,97025.0,,,9551
35,8,,,1,15,,6688684,2/5/14,,"11,731,727",4.603,97046.0,,,3076
36,25,,,9,21,,6696911,2/6/14,,"11,744,368",12.640999999999998,97061.0,,,8227
37,36,,,5,12,,6706384,2/7/14,,"11,758,574",14.206,97082.0,,,9473
38,71,,,1,15,,6713024,2/8/14,,"11,768,137",9.562999999999999,97094.0,,,6640
39,47,,,6,19,,6718551,2/9/14,,"11,775,942",7.806,97109.0,,,5527
40,16,,,3,26,,6726194,2/10/14,,"11,786,809",10.867,97128.0,,,7643
41,22,,,4,20,,6735452,2/11/14,,"11,799,379",12.57,97154.0,,,9258
42,24,,,3,10,,6744983,2/12/14,,"11,812,070",12.690999999999999,97174.0,,,9531
43,3,,,1,7,,6745961,2/13/14,,"11,813,795",1.725,97184.0,,,978
44,16,,,8,14,,6749990,2/14/14,,"11,820,381",6.586,97191.0,,,4029
45,23,,,2,16,,6752502,2/15/14,,"11,824,215",3.8339999999999996,97205.0,,,2512
46,34,,,2,12,,6755864,2/16/14,,"11,829,278",5.063,97221.0,,,3362
47,40,,,10,10,,6761297,2/17/14,,"11,837,504",8.226,97233.0,,,5433
48,19,,,2,19,,6767024,2/18/14,,"11,845,896",8.392999999999999,97243.0,,,5727
49,45,,,6,18,,6776509,2/19/14,,"11,859,983",14.085999999999999,97262.0,,,9485
50,103,,,11,27,,6789480,2/20/14,,"11,878,690",18.707,97280.0,,,12971
51,59,,,8,34,,6799025,2/21/14,,"11,891,113",12.423,97307.0,,,9545
52,730,,,31,38,,6813286,2/22/14,,"11,917,058",25.945,97341.0,,,14261
53,666,,,35,56,,6827853,2/23/14,,"11,942,356",25.298000000000002,97379.0,,,14567
54,79,,,10,76,,6841972,2/24/14,,"11,961,594",19.238,97435.0,,,14119
55,50,,,14,45,,6855975,2/25/14,,"11,979,293",17.699,97511.0,,,14003
56,35,,,7,28,,6868143,2/26/14,,"11,994,332",15.039000000000001,97556.0,,,12168
57,54,,,10,28,,6881281,2/27/14,,"12,010,374",16.042,97584.0,,,13138
58,46,,,12,38,,6891764,2/28/14,,"12,023,391",13.017000000000001,97612.0,,,10483
59,255,,,11,37,,6901708,3/1/14,,"12,037,756",14.364,97650.0,,,9944
60,196,,,12,40,,6910725,3/2/14,,"12,050,044",12.288,97687.0,,,9017
61,44,,,3,41,,6919343,3/3/14,,"12,062,064",12.02,97727.0,,,8618
62,36,,,11,39,,6930837,3/4/14,,"12,076,537",14.472999999999999,97768.0,,,11494
63,90,,,13,62,,6945771,3/5/14,,"12,095,684",19.147000000000002,97807.0,,,14934
64,50,,,7,38,,6959529,3/6/14,,"12,112,804",17.12,97869.0,,,13758
65,108,,,10,63,,6974265,3/7/14,,"12,132,613",19.809,97907.0,,,14736
66,1211,,,46,82,,6992384,3/8/14,,"12,167,427",34.814,97970.0,,,18119
67,496,,,32,94,,7005684,3/9/14,,"12,187,894",20.468,98052.0,,,13300
68,206,,,30,115,,7024528,3/10/14,,"12,213,671",25.776999999999997,98146.0,,,18844
69,574,,,66,187,,7050964,3/11/14,,"12,255,359",41.688,98261.0,,,26436
70,153,,,21,124,,7067237,3/12/14,,"12,277,162",21.803,98448.0,,,16273
71,55,,,7,67,,7079401,3/13/14,,"12,292,825",15.663,98572.0,,,12164
72,209,,,14,77,,7097146,3/14/14,,"12,316,364",23.539,98639.0,,,17745
73,1316,,,54,111,,7116810,3/15/14,,"12,351,665",35.302,98716.0,,,19664
74,274,,,31,77,,7127550,3/16/14,,"12,367,720",16.054000000000002,98827.0,,,10740
75,106,,,19,91,,7141231,3/17/14,,"12,385,442",17.722,98904.0,,,13681
76,181,,,30,87,,7159277,3/18/14,,"12,410,427",24.985,98995.0,,,18046
77,87,,,19,78,,7173664,3/19/14,,"12,429,506",19.079,99082.0,,,14387
78,292,,,36,120,,7194963,3/20/14,,"12,460,523",31.018,99160.0,,,21299
79,386,,,26,149,,7217229,3/21/14,,"12,493,712",33.189,99280.0,,,22266
80,1525,,,55,134,,7238900,3/22/14,,"12,535,919",42.206,99429.0,,,21671
81,451,,,19,115,,7251746,3/23/14,,"12,555,024",19.105,99563.0,,,12846
82,105,,,20,84,,7266475,3/24/14,,"12,573,862",18.838,99678.0,,,14729
83,108,,,19,79,,7283863,3/25/14,,"12,595,997",22.135,99762.0,,,17388
84,91,,,16,72,,7299401,3/26/14,,"12,615,365",19.368,99841.0,,,15538
85,164,,,17,78,,7317567,3/27/14,,"12,640,668",25.302,99913.0,,,18166
86,255,,,29,81,,7337592,3/28/14,,"12,670,526",29.858,99991.0,,,20025
87,142,,,0,55,,7342462,3/29/14,,"12,677,072",6.546,100072.0,,,4870
88,209,,,15,93,,7351107,3/30/14,,"12,690,437",13.365,100127.0,,,8645
89,276,,,47,117,,7369793,3/31/14,,"12,717,217",26.78,100220.0,,,18686
0,2017,,133.0,,,,"34,659,659",10/1/16,,"67,278,343",91771.0,,200544.0,,39809
